order_item_id,order_id,product_id,quantity,unit_price,discount_pct,cost_price_at_sale
166,77,9,2,3032.25,15.34,1837.78
167,78,1,3,457.62,22.3,341.45
168,78,15,3,2079.21,11.56,1257.62
169,79,23,3,3998.97,10.45,2126.28
170,79,4,1,2911.73,1.52,1620.58
171,79,5,2,3775.0,10.72,1745.57
172,80,26,1,491.47,1.38,302.79
173,80,29,1,2293.25,16.34,1316.03
174,80,31,2,2700.0,0.31,2500.0
175,81,20,3,1292.37,20.62,671.68
176,82,30,2,2120.42,22.3,1542.79
177,83,7,3,3336.23,5.01,1975.36
178,83,19,3,1579.21,21.12,1042.58
179,83,31,1,2700.0,15.42,2500.0
180,83,27,1,2259.37,6.83,1531.14
181,84,27,1,2259.37,2.32,1531.14
182,84,31,2,2700.0,1.59,2500.0
183,85,9,1,3032.25,11.97,1837.78
184,85,21,3,2309.06,11.26,1257.12
185,85,16,2,2352.78,12.89,1141.59
186,85,29,1,2293.25,1.24,1316.03
187,86,14,1,3101.56,6.87,1653.99
188,86,23,3,3998.97,2.94,2126.28
189,87,8,2,4716.54,34.56,2251.56
190,87,27,3,2259.37,37.71,1531.14
191,87,19,2,1579.21,38.74,1042.58
192,87,2,2,344.87,27.47,214.37
193,88,17,1,1223.23,2.07,641.7
194,89,7,3,3336.23,22.59,1975.36
195,89,25,1,1405.94,22.35,683.23
196,90,25,2,1405.94,12.9,683.23
197,91,29,1,2293.25,12.27,1316.03
198,91,13,3,903.79,5.88,474.77
199,91,31,3,2700.0,0.56,2500.0
200,92,17,1,1223.23,1.75,641.7
201,92,22,2,1824.54,0.12,1243.57
202,93,23,1,3998.97,11.58,2126.28
203,93,31,3,2700.0,1.25,2500.0
204,93,6,2,4524.34,7.65,2423.6
205,94,1,1,457.62,11.34,341.45
206,95,8,2,4716.54,6.62,2251.56
207,96,19,3,1579.21,5.96,1042.58
208,96,31,1,2700.0,2.91,2500.0
209,97,14,3,3101.56,12.51,1653.99
210,98,2,2,344.87,10.11,214.37
211,98,31,1,2700.0,6.67,2500.0
212,98,15,2,2079.21,11.16,1257.62
213,98,28,2,5083.77,1.17,2896.91
214,99,31,3,2700.0,2.1,2500.0
215,99,7,2,3336.23,6.82,1975.36
216,100,31,1,2700.0,20.66,2500.0
217,100,19,3,1579.21,0.89,1042.58
218,100,24,1,3013.98,22.62,1731.5
219,101,6,2,4524.34,7.24,2423.6
220,101,23,1,3998.97,12.72,2126.28
221,102,17,1,1223.23,26.95,641.7
222,103,19,3,1579.21,0.75,1042.58
223,103,23,1,3998.97,5.3,2126.28
224,103,13,2,903.79,16.35,474.77
225,104,24,2,3013.98,10.51,1731.5
226,105,18,2,5069.09,2.04,2768.25
227,105,31,2,2700.0,16.08,2500.0
228,105,7,1,3336.23,2.53,1975.36
229,105,9,3,3032.25,5.79,1837.78
230,106,26,3,491.47,7.72,302.79
231,106,31,3,2700.0,1.1,2500.0
232,106,19,1,1579.21,16.5,1042.58
233,107,11,3,3625.98,1.34,1795.44
234,109,31,1,2700.0,22.72,2500.0
235,110,31,3,2700.0,10.31,2500.0
236,111,25,3,1405.94,11.1,683.23
237,111,5,3,3775.0,6.13,1745.57
238,112,1,3,457.62,1.32,341.45
239,113,31,3,2700.0,1.98,2500.0
240,114,14,3,3101.56,1.94,1653.99
241,114,16,1,2352.78,1.72,1141.59
242,114,31,3,2700.0,20.12,2500.0
243,114,4,1,2911.73,7.77,1620.58
244,115,31,3,2700.0,7.84,2500.0
245,115,11,1,3625.98,11.8,1795.44
246,115,12,3,1088.03,20.79,682.84
247,116,31,2,2700.0,10.4,2500.0
248,117,31,3,2700.0,2.63,2500.0
249,118,31,3,2700.0,22.48,2500.0
250,118,28,3,5083.77,11.11,2896.91
251,118,15,2,2079.21,11.05,1257.62
252,119,15,1,2079.21,6.79,1257.62
253,119,17,1,1223.23,2.13,641.7
254,120,21,2,2309.06,10.32,1257.12
255,120,17,2,1223.23,21.27,641.7
256,121,31,1,2700.0,11.68,2500.0
257,122,26,3,491.47,2.56,302.79
258,122,15,2,2079.21,0.3,1257.62
259,123,4,1,2911.73,12.89,1620.58
260,123,31,1,2700.0,1.42,2500.0
261,123,6,1,4524.34,5.67,2423.6
262,124,19,3,1579.21,2.84,1042.58
263,124,13,3,903.79,20.86,474.77
264,125,31,1,2700.0,2.93,2500.0
265,125,26,2,491.47,11.22,302.79
266,125,1,3,457.62,2.76,341.45
267,126,18,1,5069.09,6.36,2768.25
268,126,1,2,457.62,1.22,341.45
269,127,17,3,1223.23,17.9,641.7
270,128,2,2,344.87,0.77,214.37
271,128,15,3,2079.21,7.4,1257.62
272,129,17,1,1223.23,5.28,641.7
273,130,23,1,3998.97,5.55,2126.28
274,131,16,2,2352.78,5.69,1141.59
275,133,21,2,2309.06,6.47,1257.12
276,134,31,2,2700.0,17.82,2500.0
277,135,1,1,457.62,6.14,341.45
278,136,17,1,1223.23,6.41,641.7
279,136,24,1,3013.98,16.27,1731.5
280,137,9,3,3032.25,7.44,1837.78
281,137,16,3,2352.78,12.57,1141.59
282,138,31,2,2700.0,27.29,2500.0
283,139,4,2,2911.73,2.07,1620.58
284,139,31,2,2700.0,17.52,2500.0
285,140,17,2,1223.23,1.24,641.7
286,140,13,3,903.79,20.52,474.77
287,141,29,1,2293.25,11.84,1316.03
288,141,10,1,1456.11,11.27,736.49
289,141,26,1,491.47,0.49,302.79
290,141,21,3,2309.06,7.13,1257.12
291,142,27,1,2259.37,2.56,1531.14
292,143,6,1,4524.34,1.19,2423.6
293,143,31,2,2700.0,20.16,2500.0
294,144,25,2,1405.94,5.74,683.23
295,145,11,1,3625.98,1.99,1795.44
296,146,9,3,3032.25,20.53,1837.78
297,146,28,3,5083.77,20.93,2896.91
298,147,24,2,3013.98,5.47,1731.5
299,148,1,3,457.62,17.84,341.45
300,149,24,1,3013.98,12.65,1731.5
301,150,25,2,1405.94,5.79,683.23
302,150,16,3,2352.78,5.85,1141.59
303,150,18,2,5069.09,7.56,2768.25
304,150,19,1,1579.21,16.85,1042.58
305,151,31,3,2700.0,0.56,2500.0
306,152,1,1,457.62,0.45,341.45
307,152,22,2,1824.54,7.36,1243.57
308,152,24,2,3013.98,0.99,1731.5
309,152,10,1,1456.11,7.33,736.49
310,153,1,1,457.62,6.15,341.45
311,153,16,3,2352.78,0.6,1141.59
312,154,20,2,1292.37,1.89,671.68
313,155,24,1,3013.98,7.92,1731.5
314,155,28,2,5083.77,0.5,2896.91
315,155,8,2,4716.54,5.03,2251.56
316,155,31,3,2700.0,17.07,2500.0
317,156,22,3,1824.54,0.18,1243.57
318,157,31,1,2700.0,30.38,2500.0
319,158,31,2,2700.0,12.17,2500.0
320,159,12,3,1088.03,10.97,682.84
321,160,31,1,2700.0,15.89,2500.0
322,161,12,1,1088.03,12.33,682.84
323,161,5,3,3775.0,22.46,1745.57
324,161,10,3,1456.11,5.97,736.49
325,162,3,1,3011.45,2.62,2079.85
326,163,17,1,1223.23,10.66,641.7
327,163,1,1,457.62,17.79,341.45
328,163,30,3,2120.42,1.08,1542.79
329,164,18,3,5069.09,2.2,2768.25
330,165,31,1,2700.0,21.16,2500.0
331,166,27,3,2259.37,2.3,1531.14
332,167,7,1,3336.23,1.65,1975.36
333,167,11,3,3625.98,17.8,1795.44
334,167,21,2,2309.06,12.29,1257.12
335,168,17,2,1223.23,16.34,641.7
336,169,31,1,2700.0,5.02,2500.0
337,169,14,2,3101.56,2.31,1653.99
338,169,18,3,5069.09,21.67,2768.25
339,170,9,2,3032.25,31.24,1837.78
340,170,15,2,2079.21,38.79,1257.62
341,171,31,2,2700.0,15.52,2500.0
342,171,7,3,3336.23,5.11,1975.36
343,171,25,1,1405.94,2.77,683.23
344,171,28,2,5083.77,2.61,2896.91
345,172,31,3,2700.0,0.96,2500.0
346,172,21,3,2309.06,5.46,1257.12
347,173,15,2,2079.21,7.36,1257.62
348,173,31,2,2700.0,1.43,2500.0
349,173,26,2,491.47,1.2,302.79
350,174,26,3,491.47,34.71,302.79
351,174,5,2,3775.0,38.21,1745.57
352,175,23,1,3998.97,11.03,2126.28
353,175,20,1,1292.37,11.85,671.68
354,176,24,1,3013.98,37.88,1731.5
355,177,19,1,1579.21,12.08,1042.58
356,177,31,2,2700.0,15.07,2500.0
357,177,14,1,3101.56,21.57,1653.99
358,178,2,2,344.87,20.13,214.37
359,179,4,2,2911.73,0.2,1620.58
360,179,24,1,3013.98,0.88,1731.5
361,179,25,1,1405.94,11.53,683.23
362,179,21,2,2309.06,20.26,1257.12
363,180,31,3,2700.0,6.0,2500.0
364,181,20,1,1292.37,41.93,671.68
365,181,18,1,5069.09,35.64,2768.25
366,181,2,3,344.87,41.13,214.37
367,181,22,2,1824.54,36.17,1243.57
368,182,15,2,2079.21,6.72,1257.62
369,182,20,3,1292.37,11.35,671.68
370,182,31,3,2700.0,1.74,2500.0
371,183,28,1,5083.77,0.95,2896.91
372,183,8,1,4716.54,12.52,2251.56
373,183,31,1,2700.0,12.64,2500.0
374,184,18,1,5069.09,5.32,2768.25
375,184,15,3,2079.21,5.69,1257.62
376,184,31,1,2700.0,15.4,2500.0
377,185,25,2,1405.94,15.41,683.23
378,185,3,2,3011.45,2.78,2079.85
379,186,31,2,2700.0,17.06,2500.0
380,187,25,3,1405.94,11.18,683.23
381,188,3,1,3011.45,21.61,2079.85
382,189,29,2,2293.25,7.32,1316.03
383,190,4,3,2911.73,22.71,1620.58
384,190,29,1,2293.25,20.34,1316.03
385,191,13,2,903.79,26.53,474.77
386,192,24,1,3013.98,33.9,1731.5
387,193,31,1,2700.0,40.51,2500.0
388,193,10,1,1456.11,39.77,736.49
389,194,8,1,4716.54,5.01,2251.56
390,194,1,2,457.62,17.57,341.45
391,195,31,2,2700.0,11.33,2500.0
392,196,14,1,3101.56,0.44,1653.99
393,196,3,1,3011.45,2.0,2079.85
394,197,31,1,2700.0,2.02,2500.0
395,198,3,1,3011.45,38.06,2079.85
396,198,25,1,1405.94,37.89,683.23
397,198,5,2,3775.0,33.0,1745.57
398,199,14,3,3101.56,0.33,1653.99
399,200,21,2,2309.06,21.73,1257.12
400,200,9,3,3032.25,16.56,1837.78
401,200,15,3,2079.21,7.94,1257.62
402,201,14,3,3101.56,11.24,1653.99
403,201,31,1,2700.0,5.76,2500.0
404,202,26,3,491.47,2.5,302.79
405,202,22,3,1824.54,17.75,1243.57
406,202,9,2,3032.25,1.88,1837.78
407,203,21,3,2309.06,20.06,1257.12
408,203,22,2,1824.54,2.91,1243.57
409,204,11,3,3625.98,10.56,1795.44
410,204,31,2,2700.0,12.13,2500.0
411,204,6,2,4524.34,6.11,2423.6
412,204,20,1,1292.37,20.91,671.68
413,205,2,2,344.87,20.46,214.37
414,206,31,1,2700.0,22.03,2500.0
415,207,8,1,4716.54,7.8,2251.56
416,207,6,2,4524.34,17.67,2423.6
417,207,31,3,2700.0,5.07,2500.0
418,207,14,2,3101.56,5.58,1653.99
419,208,11,2,3625.98,0.05,1795.44
420,209,18,1,5069.09,6.72,2768.25
421,209,31,2,2700.0,11.62,2500.0
422,210,31,2,2700.0,25.91,2500.0
423,210,12,3,1088.03,35.13,682.84
424,210,29,3,2293.25,31.05,1316.03
425,210,13,3,903.79,37.89,474.77
426,211,31,3,2700.0,15.29,2500.0
427,212,31,3,2700.0,7.74,2500.0
428,213,21,2,2309.06,33.29,1257.12
429,213,31,1,2700.0,30.97,2500.0
430,214,31,3,2700.0,38.54,2500.0
431,214,5,2,3775.0,34.06,1745.57
432,215,31,2,2700.0,1.02,2500.0
433,216,16,1,2352.78,2.22,1141.59
434,217,12,2,1088.03,10.21,682.84
435,218,6,1,4524.34,2.66,2423.6
436,218,1,1,457.62,1.36,341.45
437,218,29,1,2293.25,7.04,1316.03
438,218,20,2,1292.37,12.97,671.68
439,219,19,1,1579.21,12.7,1042.58
440,219,1,3,457.62,22.46,341.45
441,220,26,3,491.47,12.14,302.79
442,221,31,1,2700.0,6.67,2500.0
443,222,31,1,2700.0,1.95,2500.0
444,222,28,1,5083.77,0.41,2896.91
445,222,30,3,2120.42,11.87,1542.79
446,223,12,2,1088.03,1.73,682.84
447,223,16,3,2352.78,20.81,1141.59
448,224,24,1,3013.98,17.89,1731.5
449,224,31,3,2700.0,22.95,2500.0
450,224,18,2,5069.09,20.23,2768.25
451,225,5,3,3775.0,22.39,1745.57
452,225,4,2,2911.73,22.34,1620.58
453,225,22,2,1824.54,12.88,1243.57
454,226,20,3,1292.37,5.18,671.68
455,226,11,3,3625.98,1.97,1795.44
456,226,2,2,344.87,15.25,214.37
457,226,18,2,5069.09,1.85,2768.25
458,227,10,3,1456.11,16.11,736.49
459,228,22,1,1824.54,1.79,1243.57
460,229,11,1,3625.98,10.16,1795.44
461,229,8,1,4716.54,1.39,2251.56
462,229,31,3,2700.0,20.7,2500.0
463,229,25,2,1405.94,5.44,683.23
464,230,3,1,3011.45,21.91,2079.85
465,231,17,3,1223.23,11.38,641.7
466,231,16,3,2352.78,6.56,1141.59
467,232,5,1,3775.0,31.99,1745.57
468,233,19,2,1579.21,5.1,1042.58
469,233,4,3,2911.73,7.85,1620.58
470,234,9,2,3032.25,2.69,1837.78
471,235,5,3,3775.0,32.71,1745.57
472,235,28,3,5083.77,40.36,2896.91
473,236,4,2,2911.73,11.0,1620.58
474,237,31,1,2700.0,10.54,2500.0
475,237,10,3,1456.11,10.66,736.49
476,238,31,1,2700.0,1.71,2500.0
477,238,29,1,2293.25,15.45,1316.03
478,239,22,2,1824.54,1.55,1243.57
479,240,25,3,1405.94,15.36,683.23
480,240,23,2,3998.97,6.2,2126.28
481,240,6,2,4524.34,22.56,2423.6
482,241,3,2,3011.45,5.9,2079.85
483,241,7,3,3336.23,11.46,1975.36
484,241,29,3,2293.25,5.42,1316.03
485,241,16,2,2352.78,10.19,1141.59
486,242,2,1,344.87,10.17,214.37
487,242,3,2,3011.45,0.64,2079.85
488,243,15,1,2079.21,2.21,1257.62
489,244,9,1,3032.25,1.9,1837.78
490,245,5,1,3775.0,1.49,1745.57
491,246,26,2,491.47,2.93,302.79
492,246,9,2,3032.25,7.29,1837.78
493,247,27,1,2259.37,36.84,1531.14
494,248,31,1,2700.0,38.45,2500.0
495,248,25,1,1405.94,25.27,683.23
496,248,1,1,457.62,28.05,341.45
497,249,31,1,2700.0,6.57,2500.0
498,249,12,3,1088.03,1.79,682.84
499,249,6,3,4524.34,6.04,2423.6
500,251,13,1,903.79,2.06,474.77
501,252,4,3,2911.73,10.86,1620.58
502,252,22,3,1824.54,15.13,1243.57
503,252,12,1,1088.03,1.46,682.84
504,252,31,1,2700.0,16.78,2500.0
505,253,15,1,2079.21,10.68,1257.62
506,253,27,1,2259.37,12.67,1531.14
507,253,31,3,2700.0,15.16,2500.0
508,253,14,3,3101.56,15.53,1653.99
509,254,18,1,5069.09,30.71,2768.25
510,255,30,2,2120.42,2.28,1542.79
511,256,11,3,3625.98,22.57,1795.44
512,256,31,3,2700.0,17.59,2500.0
513,256,18,1,5069.09,12.21,2768.25
514,257,10,3,1456.11,1.25,736.49
515,257,31,2,2700.0,20.1,2500.0
516,258,31,1,2700.0,12.85,2500.0
517,259,2,2,344.87,5.49,214.37
518,259,30,1,2120.42,10.55,1542.79
519,260,22,3,1824.54,0.89,1243.57
520,260,14,3,3101.56,1.86,1653.99
521,261,8,2,4716.54,11.4,2251.56
522,261,31,2,2700.0,1.94,2500.0
523,262,31,2,2700.0,6.62,2500.0
524,263,15,2,2079.21,12.69,1257.62
525,264,29,2,2293.25,21.58,1316.03
526,265,19,2,1579.21,12.4,1042.58
527,265,5,1,3775.0,15.26,1745.57
528,265,12,2,1088.03,0.33,682.84
529,265,10,2,1456.11,2.62,736.49
530,266,9,2,3032.25,11.26,1837.78
531,266,2,2,344.87,5.19,214.37
532,266,15,3,2079.21,11.24,1257.62
533,266,21,2,2309.06,22.53,1257.12
534,267,20,1,1292.37,5.68,671.68
535,268,11,3,3625.98,2.14,1795.44
536,268,12,3,1088.03,0.48,682.84
537,269,24,1,3013.98,6.69,1731.5
538,270,11,3,3625.98,5.36,1795.44
539,270,31,2,2700.0,2.84,2500.0
540,271,22,3,1824.54,36.99,1243.57
541,271,19,3,1579.21,36.34,1042.58
542,271,29,2,2293.25,36.72,1316.03
543,272,20,1,1292.37,11.85,671.68
544,272,23,1,3998.97,10.17,2126.28
545,272,18,1,5069.09,0.25,2768.25
546,274,19,2,1579.21,10.92,1042.58
547,274,6,1,4524.34,17.22,2423.6
548,275,28,3,5083.77,10.42,2896.91
549,275,6,1,4524.34,5.91,2423.6
550,275,5,3,3775.0,10.27,1745.57
551,276,9,1,3032.25,2.5,1837.78
552,276,31,2,2700.0,6.48,2500.0
553,277,31,2,2700.0,15.37,2500.0
554,278,31,2,2700.0,17.98,2500.0
555,279,17,3,1223.23,17.92,641.7
556,279,24,3,3013.98,2.54,1731.5
557,279,31,1,2700.0,0.96,2500.0
558,280,27,3,2259.37,40.51,1531.14
559,281,5,3,3775.0,7.3,1745.57
560,281,7,3,3336.23,1.63,1975.36
561,281,20,2,1292.37,10.29,671.68
562,282,24,2,3013.98,11.02,1731.5
563,283,13,3,903.79,22.54,474.77
564,283,8,2,4716.54,17.75,2251.56
565,283,31,1,2700.0,1.44,2500.0
566,284,22,1,1824.54,5.09,1243.57
567,284,15,1,2079.21,2.06,1257.62
568,284,14,1,3101.56,1.27,1653.99
569,285,3,1,3011.45,0.1,2079.85
570,285,4,2,2911.73,2.73,1620.58
571,286,8,3,4716.54,6.76,2251.56
572,287,31,3,2700.0,41.01,2500.0
573,288,16,3,2352.78,0.3,1141.59
574,288,1,3,457.62,7.15,341.45
575,288,11,3,3625.98,2.92,1795.44
576,289,12,2,1088.03,0.54,682.84
577,289,25,2,1405.94,6.54,683.23
578,290,31,1,2700.0,17.29,2500.0
579,290,3,1,3011.45,11.48,2079.85
580,291,29,1,2293.25,21.22,1316.03
581,291,28,1,5083.77,2.68,2896.91
582,291,24,1,3013.98,3.0,1731.5
583,291,7,2,3336.23,16.57,1975.36
584,292,7,3,3336.23,0.19,1975.36
585,292,22,1,1824.54,10.37,1243.57
586,293,26,2,491.47,17.0,302.79
587,293,10,2,1456.11,0.37,736.49
588,294,31,3,2700.0,2.49,2500.0
589,295,10,2,1456.11,2.28,736.49
590,295,30,1,2120.42,6.99,1542.79
591,296,3,2,3011.45,1.15,2079.85
592,296,25,2,1405.94,15.11,683.23
593,296,31,3,2700.0,7.65,2500.0
594,298,26,2,491.47,16.77,302.79
595,299,31,1,2700.0,2.51,2500.0
596,300,31,2,2700.0,11.24,2500.0
597,301,5,2,3775.0,1.01,1745.57
598,301,31,2,2700.0,1.38,2500.0
599,302,2,2,344.87,11.71,214.37
600,302,7,2,3336.23,2.07,1975.36
601,302,22,1,1824.54,6.09,1243.57
602,303,14,2,3101.56,5.14,1653.99
603,304,7,3,3336.23,10.82,1975.36
604,304,14,2,3101.56,1.95,1653.99
605,304,20,2,1292.37,20.94,671.68
606,305,12,1,1088.03,22.59,682.84
607,305,14,3,3101.56,15.8,1653.99
608,305,28,3,5083.77,1.57,2896.91
609,306,20,2,1292.37,10.96,671.68
610,307,16,2,2352.78,5.34,1141.59
611,308,28,2,5083.77,0.61,2896.91
612,308,2,2,344.87,6.98,214.37
613,309,6,2,4524.34,7.6,2423.6
614,310,9,1,3032.25,1.71,1837.78
615,311,6,1,4524.34,2.32,2423.6
616,311,25,3,1405.94,7.81,683.23
617,312,29,2,2293.25,29.32,1316.03
618,313,8,2,4716.54,21.27,2251.56
619,313,18,1,5069.09,11.43,2768.25
620,314,31,3,2700.0,2.07,2500.0
621,314,16,2,2352.78,21.15,1141.59
622,314,24,3,3013.98,1.6,1731.5
623,315,17,2,1223.23,2.81,641.7
624,315,20,1,1292.37,2.75,671.68
625,316,6,2,4524.34,17.21,2423.6
626,317,5,2,3775.0,11.81,1745.57
627,317,21,2,2309.06,2.29,1257.12
628,317,12,3,1088.03,17.37,682.84
629,317,31,2,2700.0,6.88,2500.0
630,318,9,3,3032.25,12.38,1837.78
631,319,21,2,2309.06,5.25,1257.12
632,320,31,1,2700.0,40.69,2500.0
633,321,11,1,3625.98,11.85,1795.44
634,322,31,3,2700.0,0.04,2500.0
635,322,30,3,2120.42,15.36,1542.79
636,323,25,1,1405.94,12.57,683.23
637,323,19,3,1579.21,6.25,1042.58
638,324,29,1,2293.25,31.28,1316.03
639,324,30,1,2120.42,25.18,1542.79
640,325,25,3,1405.94,12.21,683.23
641,325,7,3,3336.23,0.16,1975.36
642,325,31,2,2700.0,0.02,2500.0
